item	Genome_ID	Species	RefSeq	Assembly_ID	Assembly_ID_norm	Strain	Genome_in_HOMD	HOMD_ID	G_ID
H_influenzae_str_M09190_id_GCA_003493275_1	H_influenzae_str_M09190_id_GCA_003493275_1	H_influenzae	Yes	GCA_003493275_1	GCA_003493275.1	M09190	no	NA	G_0133
H_influenzae_str_M11638_id_GCA_003490905_1	H_influenzae_str_M11638_id_GCA_003490905_1	H_influenzae	Yes	GCA_003490905_1	GCA_003490905.1	M11638	no	NA	G_0134
H_influenzae_str_M09673_id_GCA_003490425_1	H_influenzae_str_M09673_id_GCA_003490425_1	H_influenzae	Yes	GCA_003490425_1	GCA_003490425.1	M09673	no	NA	G_0135
H_influenzae_str_P609_9724_id_GCA_003414385_1	H_influenzae_str_P609_9724_id_GCA_003414385_1	H_influenzae	Yes	GCA_003414385_1	GCA_003414385.1	P609_9724	no	NA	G_0136
H_influenzae_str_M08351_id_GCA_003497045_1	H_influenzae_str_M08351_id_GCA_003497045_1	H_influenzae	Yes	GCA_003497045_1	GCA_003497045.1	M08351	no	NA	G_0137
H_influenzae_str_M13109_id_GCA_003494595_1	H_influenzae_str_M13109_id_GCA_003494595_1	H_influenzae	Yes	GCA_003494595_1	GCA_003494595.1	M13109	no	NA	G_0138
H_influenzae_str_2842STDY5882081_id_GCA_900035295_1	H_influenzae_str_2842STDY5882081_id_GCA_900035295_1	H_influenzae	Yes	GCA_900035295_1	GCA_900035295.1	2842STDY5882081	no	NA	G_0139
H_influenzae_str_M12871_id_GCA_003494005_1	H_influenzae_str_M12871_id_GCA_003494005_1	H_influenzae	Yes	GCA_003494005_1	GCA_003494005.1	M12871	no	NA	G_0140
H_influenzae_str_PTHi_13280_id_GCA_900407755_1	H_influenzae_str_PTHi_13280_id_GCA_900407755_1	H_influenzae	Yes	GCA_900407755_1	GCA_900407755.1	PTHi_13280	no	NA	G_0141
H_influenzae_str_P664_7614_id_GCA_003414555_1	H_influenzae_str_P664_7614_id_GCA_003414555_1	H_influenzae	Yes	GCA_003414555_1	GCA_003414555.1	P664_7614	no	NA	G_0142
H_influenzae_str_M06436_id_GCA_003490645_1	H_influenzae_str_M06436_id_GCA_003490645_1	H_influenzae	Yes	GCA_003490645_1	GCA_003490645.1	M06436	no	NA	G_0143
H_influenzae_str_PTHi_12368_id_GCA_900407485_1	H_influenzae_str_PTHi_12368_id_GCA_900407485_1	H_influenzae	Yes	GCA_900407485_1	GCA_900407485.1	PTHi_12368	no	NA	G_0144
H_influenzae_str_M14079_id_GCA_003497025_1	H_influenzae_str_M14079_id_GCA_003497025_1	H_influenzae	Yes	GCA_003497025_1	GCA_003497025.1	M14079	no	NA	G_0145
H_influenzae_str_M25147_id_GCA_003496925_1	H_influenzae_str_M25147_id_GCA_003496925_1	H_influenzae	Yes	GCA_003496925_1	GCA_003496925.1	M25147	no	NA	G_0146
H_influenzae_str_PTHi_6278_id_GCA_900408155_1	H_influenzae_str_PTHi_6278_id_GCA_900408155_1	H_influenzae	Yes	GCA_900408155_1	GCA_900408155.1	PTHi_6278	no	NA	G_0147
H_influenzae_str_60295_NP_Hi1_id_GCA_004802075_1	H_influenzae_str_60295_NP_Hi1_id_GCA_004802075_1	H_influenzae	Yes	GCA_004802075_1	GCA_004802075.1	60295_NP_Hi1	no	NA	G_0148
H_influenzae_str_HI1417_id_GCA_001184615_1	H_influenzae_str_HI1417_id_GCA_001184615_1	H_influenzae	Yes	GCA_001184615_1	GCA_001184615.1	HI1417	no	NA	G_0149
H_influenzae_str_2842STDY5882075_id_GCA_900044685_1	H_influenzae_str_2842STDY5882075_id_GCA_900044685_1	H_influenzae	Yes	GCA_900044685_1	GCA_900044685.1	2842STDY5882075	no	NA	G_0150
H_influenzae_str_65001_BAL_Hi1_id_GCA_004802265_1	H_influenzae_str_65001_BAL_Hi1_id_GCA_004802265_1	H_influenzae	Yes	GCA_004802265_1	GCA_004802265.1	65001_BAL_Hi1	no	NA	G_0151
H_influenzae_str_M08964_id_GCA_003493385_1	H_influenzae_str_M08964_id_GCA_003493385_1	H_influenzae	Yes	GCA_003493385_1	GCA_003493385.1	M08964	no	NA	G_0152
H_influenzae_str_65001_NP_Hi2_id_GCA_004801995_1	H_influenzae_str_65001_NP_Hi2_id_GCA_004801995_1	H_influenzae	Yes	GCA_004801995_1	GCA_004801995.1	65001_NP_Hi2	no	NA	G_0153
H_influenzae_str_60295_BAL_Hi1_id_GCA_004802095_1	H_influenzae_str_60295_BAL_Hi1_id_GCA_004802095_1	H_influenzae	Yes	GCA_004802095_1	GCA_004802095.1	60295_BAL_Hi1	no	NA	G_0154
H_influenzae_str_P608_8895_id_GCA_003415305_1	H_influenzae_str_P608_8895_id_GCA_003415305_1	H_influenzae	Yes	GCA_003415305_1	GCA_003415305.1	P608_8895	no	NA	G_0155
H_influenzae_str_P607_8844_id_GCA_003415345_1	H_influenzae_str_P607_8844_id_GCA_003415345_1	H_influenzae	Yes	GCA_003415345_1	GCA_003415345.1	P607_8844	no	NA	G_0156
H_influenzae_str_M10910_id_GCA_003496805_1	H_influenzae_str_M10910_id_GCA_003496805_1	H_influenzae	Yes	GCA_003496805_1	GCA_003496805.1	M10910	no	NA	G_0157
H_influenzae_str_PTHi_10167_id_GCA_900407365_1	H_influenzae_str_PTHi_10167_id_GCA_900407365_1	H_influenzae	Yes	GCA_900407365_1	GCA_900407365.1	PTHi_10167	no	NA	G_0158
H_influenzae_str_P674_1509_id_GCA_003414235_1	H_influenzae_str_P674_1509_id_GCA_003414235_1	H_influenzae	Yes	GCA_003414235_1	GCA_003414235.1	P674_1509	no	NA	G_0159
H_influenzae_str_P677_2580_id_GCA_003414465_1	H_influenzae_str_P677_2580_id_GCA_003414465_1	H_influenzae	Yes	GCA_003414465_1	GCA_003414465.1	P677_2580	no	NA	G_0160
H_influenzae_str_P645_8193_id_GCA_003414225_1	H_influenzae_str_P645_8193_id_GCA_003414225_1	H_influenzae	Yes	GCA_003414225_1	GCA_003414225.1	P645_8193	no	NA	G_0161
H_influenzae_str_M24275_id_GCA_003496945_1	H_influenzae_str_M24275_id_GCA_003496945_1	H_influenzae	Yes	GCA_003496945_1	GCA_003496945.1	M24275	no	NA	G_0162
H_influenzae_str_P590_8360_id_GCA_003415585_1	H_influenzae_str_P590_8360_id_GCA_003415585_1	H_influenzae	Yes	GCA_003415585_1	GCA_003415585.1	P590_8360	no	NA	G_0163
H_influenzae_str_2842STDY5882019_id_GCA_900022505_1	H_influenzae_str_2842STDY5882019_id_GCA_900022505_1	H_influenzae	Yes	GCA_900022505_1	GCA_900022505.1	2842STDY5882019	no	NA	G_0164
H_influenzae_str_2842STDY5882040_id_GCA_900022485_1	H_influenzae_str_2842STDY5882040_id_GCA_900022485_1	H_influenzae	Yes	GCA_900022485_1	GCA_900022485.1	2842STDY5882040	no	NA	G_0165
H_influenzae_str_2842STDY5882018_id_GCA_900034905_1	H_influenzae_str_2842STDY5882018_id_GCA_900034905_1	H_influenzae	Yes	GCA_900034905_1	GCA_900034905.1	2842STDY5882018	no	NA	G_0166
H_influenzae_str_HI1426_id_GCA_001184595_1	H_influenzae_str_HI1426_id_GCA_001184595_1	H_influenzae	Yes	GCA_001184595_1	GCA_001184595.1	HI1426	no	NA	G_0167
H_influenzae_str_GE42_id_GCA_002093195_1	H_influenzae_str_GE42_id_GCA_002093195_1	H_influenzae	Yes	GCA_002093195_1	GCA_002093195.1	GE42	no	NA	G_0168
H_influenzae_str_M15927_id_GCA_003493745_1	H_influenzae_str_M15927_id_GCA_003493745_1	H_influenzae	Yes	GCA_003493745_1	GCA_003493745.1	M15927	no	NA	G_0169
H_influenzae_str_M17527_id_GCA_003493435_1	H_influenzae_str_M17527_id_GCA_003493435_1	H_influenzae	Yes	GCA_003493435_1	GCA_003493435.1	M17527	no	NA	G_0170
H_influenzae_str_M3835_id_GCA_003496895_1	H_influenzae_str_M3835_id_GCA_003496895_1	H_influenzae	Yes	GCA_003496895_1	GCA_003496895.1	M3835	no	NA	G_0171
H_influenzae_str_M22533_id_GCA_003496985_1	H_influenzae_str_M22533_id_GCA_003496985_1	H_influenzae	Yes	GCA_003496985_1	GCA_003496985.1	M22533	no	NA	G_0172
H_influenzae_str_PTHi_13476_id_GCA_900407695_1	H_influenzae_str_PTHi_13476_id_GCA_900407695_1	H_influenzae	Yes	GCA_900407695_1	GCA_900407695.1	PTHi_13476	no	NA	G_0173
H_influenzae_str_2842STDY5882047_id_GCA_900041425_1	H_influenzae_str_2842STDY5882047_id_GCA_900041425_1	H_influenzae	Yes	GCA_900041425_1	GCA_900041425.1	2842STDY5882047	no	NA	G_0174
H_influenzae_str_M21328_id_GCA_003497005_1	H_influenzae_str_M21328_id_GCA_003497005_1	H_influenzae	Yes	GCA_003497005_1	GCA_003497005.1	M21328	no	NA	G_0175
H_influenzae_str_PTHi_4419_id_GCA_900408055_1	H_influenzae_str_PTHi_4419_id_GCA_900408055_1	H_influenzae	Yes	GCA_900408055_1	GCA_900408055.1	PTHi_4419	no	NA	G_0176
H_influenzae_str_M22154_id_GCA_003490865_1	H_influenzae_str_M22154_id_GCA_003490865_1	H_influenzae	Yes	GCA_003490865_1	GCA_003490865.1	M22154	no	NA	G_0177
H_influenzae_str_H_id_GCA_007897085_1	H_influenzae_str_H_id_GCA_007897085_1	H_influenzae	Yes	GCA_007897085_1	GCA_007897085.1	H	no	NA	G_0178
H_influenzae_str_M24280_id_GCA_003493525_1	H_influenzae_str_M24280_id_GCA_003493525_1	H_influenzae	Yes	GCA_003493525_1	GCA_003493525.1	M24280	no	NA	G_0179
H_influenzae_str_P630_7232_id_GCA_003415035_1	H_influenzae_str_P630_7232_id_GCA_003415035_1	H_influenzae	Yes	GCA_003415035_1	GCA_003415035.1	P630_7232	no	NA	G_0180
H_influenzae_str_P647_8506_id_GCA_003414955_2	H_influenzae_str_P647_8506_id_GCA_003414955_2	H_influenzae	Yes	GCA_003414955_2	GCA_003414955.2	P647_8506	no	NA	G_0181
H_influenzae_str_M14791_id_GCA_003493075_1	H_influenzae_str_M14791_id_GCA_003493075_1	H_influenzae	Yes	GCA_003493075_1	GCA_003493075.1	M14791	no	NA	G_0182
H_influenzae_str_P675_1755_id_GCA_003414515_2	H_influenzae_str_P675_1755_id_GCA_003414515_2	H_influenzae	Yes	GCA_003414515_2	GCA_003414515.2	P675_1755	no	NA	G_0183
H_influenzae_str_P671_7552_id_GCA_003414285_1	H_influenzae_str_P671_7552_id_GCA_003414285_1	H_influenzae	Yes	GCA_003414285_1	GCA_003414285.1	P671_7552	no	NA	G_0184
H_influenzae_str_PTHi_11358_id_GCA_900407475_1	H_influenzae_str_PTHi_11358_id_GCA_900407475_1	H_influenzae	Yes	GCA_900407475_1	GCA_900407475.1	PTHi_11358	no	NA	G_0185
H_influenzae_str_M17128_id_GCA_003494135_1	H_influenzae_str_M17128_id_GCA_003494135_1	H_influenzae	Yes	GCA_003494135_1	GCA_003494135.1	M17128	no	NA	G_0186
H_influenzae_str_60362_NP_Hi1_id_GCA_004802395_1	H_influenzae_str_60362_NP_Hi1_id_GCA_004802395_1	H_influenzae	Yes	GCA_004802395_1	GCA_004802395.1	60362_NP_Hi1	no	NA	G_0187
H_influenzae_str_PTHi_1449_id_GCA_900407855_1	H_influenzae_str_PTHi_1449_id_GCA_900407855_1	H_influenzae	Yes	GCA_900407855_1	GCA_900407855.1	PTHi_1449	no	NA	G_0188
H_influenzae_str_60294_NP_Hi1_id_GCA_004802405_1	H_influenzae_str_60294_NP_Hi1_id_GCA_004802405_1	H_influenzae	Yes	GCA_004802405_1	GCA_004802405.1	60294_NP_Hi1	no	NA	G_0189
H_influenzae_str_12_id_GCA_003203115_1	H_influenzae_str_12_id_GCA_003203115_1	H_influenzae	Yes	GCA_003203115_1	GCA_003203115.1	12	no	NA	G_0190
H_influenzae_str_65234_B_Hi_2_id_GCA_001949875_1	H_influenzae_str_65234_B_Hi_2_id_GCA_001949875_1	H_influenzae	Yes	GCA_001949875_1	GCA_001949875.1	65234_B_Hi_2	no	NA	G_0191
H_influenzae_str_60362_BAL_Hi2_id_GCA_004802015_1	H_influenzae_str_60362_BAL_Hi2_id_GCA_004802015_1	H_influenzae	Yes	GCA_004802015_1	GCA_004802015.1	60362_BAL_Hi2	no	NA	G_0192
H_influenzae_str_HI1980_id_GCA_001184555_1	H_influenzae_str_HI1980_id_GCA_001184555_1	H_influenzae	Yes	GCA_001184555_1	GCA_001184555.1	HI1980	no	NA	G_0193
H_influenzae_str_GE68_id_GCA_002093265_1	H_influenzae_str_GE68_id_GCA_002093265_1	H_influenzae	Yes	GCA_002093265_1	GCA_002093265.1	GE68	no	NA	G_0194
H_influenzae_str_PTHi_1539_id_GCA_900407865_1	H_influenzae_str_PTHi_1539_id_GCA_900407865_1	H_influenzae	Yes	GCA_900407865_1	GCA_900407865.1	PTHi_1539	no	NA	G_0195
H_influenzae_str_M28766_id_GCA_003493725_1	H_influenzae_str_M28766_id_GCA_003493725_1	H_influenzae	Yes	GCA_003493725_1	GCA_003493725.1	M28766	no	NA	G_0196
H_influenzae_str_M16180_id_GCA_003490975_1	H_influenzae_str_M16180_id_GCA_003490975_1	H_influenzae	Yes	GCA_003490975_1	GCA_003490975.1	M16180	no	NA	G_0197
H_influenzae_str_P603_4482_id_GCA_003415355_2	H_influenzae_str_P603_4482_id_GCA_003415355_2	H_influenzae	Yes	GCA_003415355_2	GCA_003415355.2	P603_4482	no	NA	G_0198
H_influenzae_str_1104_id_GCA_000636075_1	H_influenzae_str_1104_id_GCA_000636075_1	H_influenzae	Yes	GCA_000636075_1	GCA_000636075.1	1104	no	NA	G_0199
H_influenzae_str_584_id_GCA_000636035_1	H_influenzae_str_584_id_GCA_000636035_1	H_influenzae	Yes	GCA_000636035_1	GCA_000636035.1	584	no	NA	G_0200
H_influenzae_str_P653_8956_id_GCA_003414625_2	H_influenzae_str_P653_8956_id_GCA_003414625_2	H_influenzae	Yes	GCA_003414625_2	GCA_003414625.2	P653_8956	no	NA	G_0201
H_influenzae_str_P599_8624_id_GCA_003414565_1	H_influenzae_str_P599_8624_id_GCA_003414565_1	H_influenzae	Yes	GCA_003414565_1	GCA_003414565.1	P599_8624	no	NA	G_0202
H_influenzae_str_60316_BAL_Hi1_id_GCA_004801985_1	H_influenzae_str_60316_BAL_Hi1_id_GCA_004801985_1	H_influenzae	Yes	GCA_004801985_1	GCA_004801985.1	60316_BAL_Hi1	no	NA	G_0203
H_influenzae_str_2842STDY5882034_id_GCA_900029195_1	H_influenzae_str_2842STDY5882034_id_GCA_900029195_1	H_influenzae	Yes	GCA_900029195_1	GCA_900029195.1	2842STDY5882034	no	NA	G_0204
H_influenzae_str_M1C138_2_id_GCA_014982365_1	H_influenzae_str_M1C138_2_id_GCA_014982365_1	H_influenzae	Yes	GCA_014982365_1	GCA_014982365.1	M1C138_2	no	NA	G_0205
H_influenzae_str_ODiD_1267_id_GCA_017871745_1	H_influenzae_str_ODiD_1267_id_GCA_017871745_1	H_influenzae	Yes	GCA_017871745_1	GCA_017871745.1	ODiD_1267	no	NA	G_0206
H_influenzae_str_P656_8020_id_GCA_003414745_2	H_influenzae_str_P656_8020_id_GCA_003414745_2	H_influenzae	Yes	GCA_003414745_2	GCA_003414745.2	P656_8020	no	NA	G_0207
H_influenzae_str_M29658_id_GCA_003494785_1	H_influenzae_str_M29658_id_GCA_003494785_1	H_influenzae	Yes	GCA_003494785_1	GCA_003494785.1	M29658	no	NA	G_0208
H_influenzae_str_ODiD_0479_id_GCA_017871695_1	H_influenzae_str_ODiD_0479_id_GCA_017871695_1	H_influenzae	Yes	GCA_017871695_1	GCA_017871695.1	ODiD_0479	no	NA	G_0209
H_influenzae_str_2842STDY5882062_id_GCA_900035285_1	H_influenzae_str_2842STDY5882062_id_GCA_900035285_1	H_influenzae	Yes	GCA_900035285_1	GCA_900035285.1	2842STDY5882062	no	NA	G_0210
H_influenzae_str_M08392_id_GCA_003494495_1	H_influenzae_str_M08392_id_GCA_003494495_1	H_influenzae	Yes	GCA_003494495_1	GCA_003494495.1	M08392	no	NA	G_0211
H_influenzae_str_HI2192_id_GCA_001298205_1	H_influenzae_str_HI2192_id_GCA_001298205_1	H_influenzae	Yes	GCA_001298205_1	GCA_001298205.1	HI2192	no	NA	G_0212
H_influenzae_str_PTHi_12367_id_GCA_900407535_1	H_influenzae_str_PTHi_12367_id_GCA_900407535_1	H_influenzae	Yes	GCA_900407535_1	GCA_900407535.1	PTHi_12367	no	NA	G_0213
H_influenzae_str_2842STDY5882060_id_GCA_900034935_1	H_influenzae_str_2842STDY5882060_id_GCA_900034935_1	H_influenzae	Yes	GCA_900034935_1	GCA_900034935.1	2842STDY5882060	no	NA	G_0214
H_influenzae_str_M21366_id_GCA_003493375_1	H_influenzae_str_M21366_id_GCA_003493375_1	H_influenzae	Yes	GCA_003493375_1	GCA_003493375.1	M21366	no	NA	G_0215
H_influenzae_str_M10315_id_GCA_003494295_1	H_influenzae_str_M10315_id_GCA_003494295_1	H_influenzae	Yes	GCA_003494295_1	GCA_003494295.1	M10315	no	NA	G_0216
H_influenzae_str_CCUG_60490_id_GCA_001679415_1	H_influenzae_str_CCUG_60490_id_GCA_001679415_1	H_influenzae	Yes	GCA_001679415_1	GCA_001679415.1	CCUG_60490	no	NA	G_0217
H_influenzae_str_60373_BAL_Hi1_id_GCA_004802295_1	H_influenzae_str_60373_BAL_Hi1_id_GCA_004802295_1	H_influenzae	Yes	GCA_004802295_1	GCA_004802295.1	60373_BAL_Hi1	no	NA	G_0218
H_influenzae_str_2842STDY5882035_id_GCA_900031505_1	H_influenzae_str_2842STDY5882035_id_GCA_900031505_1	H_influenzae	Yes	GCA_900031505_1	GCA_900031505.1	2842STDY5882035	no	NA	G_0219
H_influenzae_str_CCUG_54503_id_GCA_001679365_1	H_influenzae_str_CCUG_54503_id_GCA_001679365_1	H_influenzae	Yes	GCA_001679365_1	GCA_001679365.1	CCUG_54503	no	NA	G_0220
H_influenzae_str_P649_8561_id_GCA_003414805_1	H_influenzae_str_P649_8561_id_GCA_003414805_1	H_influenzae	Yes	GCA_003414805_1	GCA_003414805.1	P649_8561	no	NA	G_0221
H_influenzae_str_P851_2713_id_GCA_003414505_1	H_influenzae_str_P851_2713_id_GCA_003414505_1	H_influenzae	Yes	GCA_003414505_1	GCA_003414505.1	P851_2713	no	NA	G_0222
H_influenzae_str_60373_NP_Hi1_id_GCA_004802305_1	H_influenzae_str_60373_NP_Hi1_id_GCA_004802305_1	H_influenzae	Yes	GCA_004802305_1	GCA_004802305.1	60373_NP_Hi1	no	NA	G_0223
H_influenzae_str_84P23H6_id_GCA_002988775_1	H_influenzae_str_84P23H6_id_GCA_002988775_1	H_influenzae	Yes	GCA_002988775_1	GCA_002988775.1	84P23H6	no	NA	G_0224
H_influenzae_str_M05825_id_GCA_003494585_1	H_influenzae_str_M05825_id_GCA_003494585_1	H_influenzae	Yes	GCA_003494585_1	GCA_003494585.1	M05825	no	NA	G_0225
H_influenzae_str_P626_9221_id_GCA_003415115_1	H_influenzae_str_P626_9221_id_GCA_003415115_1	H_influenzae	Yes	GCA_003415115_1	GCA_003415115.1	P626_9221	no	NA	G_0226
H_influenzae_str_P640_3960_id_GCA_003414965_1	H_influenzae_str_P640_3960_id_GCA_003414965_1	H_influenzae	Yes	GCA_003414965_1	GCA_003414965.1	P640_3960	no	NA	G_0227
H_influenzae_str_60294_BAL_Hi1_id_GCA_004802065_1	H_influenzae_str_60294_BAL_Hi1_id_GCA_004802065_1	H_influenzae	Yes	GCA_004802065_1	GCA_004802065.1	60294_BAL_Hi1	no	NA	G_0228
H_influenzae_str_HI1988_id_GCA_001184435_1	H_influenzae_str_HI1988_id_GCA_001184435_1	H_influenzae	Yes	GCA_001184435_1	GCA_001184435.1	HI1988	no	NA	G_0229
H_influenzae_str_P606_8650_id_GCA_003415385_2	H_influenzae_str_P606_8650_id_GCA_003415385_2	H_influenzae	Yes	GCA_003415385_2	GCA_003415385.2	P606_8650	no	NA	G_0230
H_influenzae_str_2842STDY5882045_id_GCA_900034915_1	H_influenzae_str_2842STDY5882045_id_GCA_900034915_1	H_influenzae	Yes	GCA_900034915_1	GCA_900034915.1	2842STDY5882045	no	NA	G_0231
H_influenzae_str_Haemophilus_influenzae_BgEED16_id_GCA_901873435_1	H_influenzae_str_Haemophilus_influenzae_BgEED16_id_GCA_901873435_1	H_influenzae	Yes	GCA_901873435_1	GCA_901873435.1	Haemophilus_influenzae_BgEED16	no	NA	G_0232
H_influenzae_str_P644_8083_id_GCA_003414175_2	H_influenzae_str_P644_8083_id_GCA_003414175_2	H_influenzae	Yes	GCA_003414175_2	GCA_003414175.2	P644_8083	no	NA	G_0233
H_influenzae_str_94P20H1_id_GCA_002988275_1	H_influenzae_str_94P20H1_id_GCA_002988275_1	H_influenzae	Yes	GCA_002988275_1	GCA_002988275.1	94P20H1	no	NA	G_0234
H_influenzae_str_PTHi_11170_id_GCA_900407345_1	H_influenzae_str_PTHi_11170_id_GCA_900407345_1	H_influenzae	Yes	GCA_900407345_1	GCA_900407345.1	PTHi_11170	no	NA	G_0235
H_influenzae_str_PTHi_1472_id_GCA_900407835_1	H_influenzae_str_PTHi_1472_id_GCA_900407835_1	H_influenzae	Yes	GCA_900407835_1	GCA_900407835.1	PTHi_1472	no	NA	G_0236
H_influenzae_str_PTHi_3330_id_GCA_900407935_1	H_influenzae_str_PTHi_3330_id_GCA_900407935_1	H_influenzae	Yes	GCA_900407935_1	GCA_900407935.1	PTHi_3330	no	NA	G_0237
H_influenzae_str_P631_8237_id_GCA_003415065_2	H_influenzae_str_P631_8237_id_GCA_003415065_2	H_influenzae	Yes	GCA_003415065_2	GCA_003415065.2	P631_8237	no	NA	G_0238
H_influenzae_str_2842STDY5882021_id_GCA_900022475_1	H_influenzae_str_2842STDY5882021_id_GCA_900022475_1	H_influenzae	Yes	GCA_900022475_1	GCA_900022475.1	2842STDY5882021	no	NA	G_0239
H_influenzae_str_P589_8275_id_GCA_003415475_1	H_influenzae_str_P589_8275_id_GCA_003415475_1	H_influenzae	Yes	GCA_003415475_1	GCA_003415475.1	P589_8275	no	NA	G_0240
H_influenzae_str_1P16H5_id_GCA_002991295_1	H_influenzae_str_1P16H5_id_GCA_002991295_1	H_influenzae	Yes	GCA_002991295_1	GCA_002991295.1	1P16H5	no	NA	G_0241
H_influenzae_str_PTHi_13481_id_GCA_900407825_1	H_influenzae_str_PTHi_13481_id_GCA_900407825_1	H_influenzae	Yes	GCA_900407825_1	GCA_900407825.1	PTHi_13481	no	NA	G_0242
H_influenzae_str_M28025_id_GCA_003490755_1	H_influenzae_str_M28025_id_GCA_003490755_1	H_influenzae	Yes	GCA_003490755_1	GCA_003490755.1	M28025	no	NA	G_0243
H_influenzae_str_PTHi_3449_id_GCA_900407985_1	H_influenzae_str_PTHi_3449_id_GCA_900407985_1	H_influenzae	Yes	GCA_900407985_1	GCA_900407985.1	PTHi_3449	no	NA	G_0244
H_influenzae_str_P635_7537_id_GCA_003414395_1	H_influenzae_str_P635_7537_id_GCA_003414395_1	H_influenzae	Yes	GCA_003414395_1	GCA_003414395.1	P635_7537	no	NA	G_0245
H_influenzae_str_P637_8346_id_GCA_003414925_2	H_influenzae_str_P637_8346_id_GCA_003414925_2	H_influenzae	Yes	GCA_003414925_2	GCA_003414925.2	P637_8346	no	NA	G_0246
H_influenzae_str_M25896_id_GCA_003493265_1	H_influenzae_str_M25896_id_GCA_003493265_1	H_influenzae	Yes	GCA_003493265_1	GCA_003493265.1	M25896	no	NA	G_0247
H_influenzae_str_P591_8654_id_GCA_003415435_2	H_influenzae_str_P591_8654_id_GCA_003415435_2	H_influenzae	Yes	GCA_003415435_2	GCA_003415435.2	P591_8654	no	NA	G_0248
H_influenzae_str_2842STDY5882048_id_GCA_900035265_1	H_influenzae_str_2842STDY5882048_id_GCA_900035265_1	H_influenzae	Yes	GCA_900035265_1	GCA_900035265.1	2842STDY5882048	no	NA	G_0249
H_influenzae_str_2842STDY5882057_id_GCA_900036645_1	H_influenzae_str_2842STDY5882057_id_GCA_900036645_1	H_influenzae	Yes	GCA_900036645_1	GCA_900036645.1	2842STDY5882057	no	NA	G_0250
H_influenzae_str_PTHi_12301_id_GCA_900407495_1	H_influenzae_str_PTHi_12301_id_GCA_900407495_1	H_influenzae	Yes	GCA_900407495_1	GCA_900407495.1	PTHi_12301	no	NA	G_0251
H_influenzae_str_PTHi_13142_id_GCA_900407675_1	H_influenzae_str_PTHi_13142_id_GCA_900407675_1	H_influenzae	Yes	GCA_900407675_1	GCA_900407675.1	PTHi_13142	no	NA	G_0252
H_influenzae_str_2842STDY5882050_id_GCA_900029875_1	H_influenzae_str_2842STDY5882050_id_GCA_900029875_1	H_influenzae	Yes	GCA_900029875_1	GCA_900029875.1	2842STDY5882050	no	NA	G_0253
H_influenzae_str_M07561_id_GCA_003492685_1	H_influenzae_str_M07561_id_GCA_003492685_1	H_influenzae	Yes	GCA_003492685_1	GCA_003492685.1	M07561	no	NA	G_0254
H_influenzae_str_HI2428_id_GCA_001298195_1	H_influenzae_str_HI2428_id_GCA_001298195_1	H_influenzae	Yes	GCA_001298195_1	GCA_001298195.1	HI2428	no	NA	G_0255
H_influenzae_str_PTHi_7714_id_GCA_900408125_1	H_influenzae_str_PTHi_7714_id_GCA_900408125_1	H_influenzae	Yes	GCA_900408125_1	GCA_900408125.1	PTHi_7714	no	NA	G_0256
H_influenzae_str_PTHi_1909_id_GCA_900407875_1	H_influenzae_str_PTHi_1909_id_GCA_900407875_1	H_influenzae	Yes	GCA_900407875_1	GCA_900407875.1	PTHi_1909	no	NA	G_0257
H_influenzae_str_PTHi_3511_id_GCA_900408015_1	H_influenzae_str_PTHi_3511_id_GCA_900408015_1	H_influenzae	Yes	GCA_900408015_1	GCA_900408015.1	PTHi_3511	no	NA	G_0258
H_influenzae_str_PTHi_13399_id_GCA_900407725_1	H_influenzae_str_PTHi_13399_id_GCA_900407725_1	H_influenzae	Yes	GCA_900407725_1	GCA_900407725.1	PTHi_13399	no	NA	G_0259
H_influenzae_str_PTHi_4111_id_GCA_900408005_1	H_influenzae_str_PTHi_4111_id_GCA_900408005_1	H_influenzae	Yes	GCA_900408005_1	GCA_900408005.1	PTHi_4111	no	NA	G_0260
H_influenzae_str_2842STDY5882033_id_GCA_900044695_1	H_influenzae_str_2842STDY5882033_id_GCA_900044695_1	H_influenzae	Yes	GCA_900044695_1	GCA_900044695.1	2842STDY5882033	no	NA	G_0261
H_influenzae_str_PTHi_2048_id_GCA_900407845_1	H_influenzae_str_PTHi_2048_id_GCA_900407845_1	H_influenzae	Yes	GCA_900407845_1	GCA_900407845.1	PTHi_2048	no	NA	G_0262
H_influenzae_str_2842STDY5882032_id_GCA_900020195_1	H_influenzae_str_2842STDY5882032_id_GCA_900020195_1	H_influenzae	Yes	GCA_900020195_1	GCA_900020195.1	2842STDY5882032	no	NA	G_0263
H_influenzae_str_PTHi_7217_id_GCA_900408115_1	H_influenzae_str_PTHi_7217_id_GCA_900408115_1	H_influenzae	Yes	GCA_900408115_1	GCA_900408115.1	PTHi_7217	no	NA	G_0264
H_influenzae_str_PTHi_3514_id_GCA_900408035_1	H_influenzae_str_PTHi_3514_id_GCA_900408035_1	H_influenzae	Yes	GCA_900408035_1	GCA_900408035.1	PTHi_3514	no	NA	G_0265
H_influenzae_str_84P28H1_id_GCA_002987475_1	H_influenzae_str_84P28H1_id_GCA_002987475_1	H_influenzae	Yes	GCA_002987475_1	GCA_002987475.1	84P28H1	no	NA	G_0266
H_influenzae_str_HI1388_id_GCA_001184645_1	H_influenzae_str_HI1388_id_GCA_001184645_1	H_influenzae	Yes	GCA_001184645_1	GCA_001184645.1	HI1388	no	NA	G_0267
