item	Genome_ID	Species	RefSeq	Assembly_ID	Assembly_ID_norm	Strain	Genome_in_HOMD	HOMD_ID	G_ID
H_influenzae_str_60051_NP_Hi1_id_GCA_004802205_1	H_influenzae_str_60051_NP_Hi1_id_GCA_004802205_1	H_influenzae	Yes	GCA_004802205_1	GCA_004802205.1	60051_NP_Hi1	no	NA	G_0312
H_influenzae_str_M39022_id_GCA_003495765_1	H_influenzae_str_M39022_id_GCA_003495765_1	H_influenzae	Yes	GCA_003495765_1	GCA_003495765.1	M39022	no	NA	G_0313
H_influenzae_str_60370_BAL_Hi2_id_GCA_004802355_1	H_influenzae_str_60370_BAL_Hi2_id_GCA_004802355_1	H_influenzae	Yes	GCA_004802355_1	GCA_004802355.1	60370_BAL_Hi2	no	NA	G_0314
H_influenzae_str_2842STDY5882088_id_GCA_900029205_1	H_influenzae_str_2842STDY5882088_id_GCA_900029205_1	H_influenzae	Yes	GCA_900029205_1	GCA_900029205.1	2842STDY5882088	no	NA	G_0315
H_influenzae_str_PTHi_13034_id_GCA_900407645_1	H_influenzae_str_PTHi_13034_id_GCA_900407645_1	H_influenzae	Yes	GCA_900407645_1	GCA_900407645.1	PTHi_13034	no	NA	G_0316
H_influenzae_str_2842STDY5882052_id_GCA_900035275_1	H_influenzae_str_2842STDY5882052_id_GCA_900035275_1	H_influenzae	Yes	GCA_900035275_1	GCA_900035275.1	2842STDY5882052	no	NA	G_0317
H_influenzae_str_P853_2792_id_GCA_003414305_2	H_influenzae_str_P853_2792_id_GCA_003414305_2	H_influenzae	Yes	GCA_003414305_2	GCA_003414305.2	P853_2792	no	NA	G_0318
H_influenzae_str_2842STDY5882051_id_GCA_900034925_1	H_influenzae_str_2842STDY5882051_id_GCA_900034925_1	H_influenzae	Yes	GCA_900034925_1	GCA_900034925.1	2842STDY5882051	no	NA	G_0319
H_influenzae_str_M15937_id_GCA_003494225_1	H_influenzae_str_M15937_id_GCA_003494225_1	H_influenzae	Yes	GCA_003494225_1	GCA_003494225.1	M15937	no	NA	G_0320
H_influenzae_str_60373_BAL_Hi4_id_GCA_004802235_1	H_influenzae_str_60373_BAL_Hi4_id_GCA_004802235_1	H_influenzae	Yes	GCA_004802235_1	GCA_004802235.1	60373_BAL_Hi4	no	NA	G_0321
H_influenzae_str_P643_7915_id_GCA_003414635_1	H_influenzae_str_P643_7915_id_GCA_003414635_1	H_influenzae	Yes	GCA_003414635_1	GCA_003414635.1	P643_7915	no	NA	G_0322
H_influenzae_str_47P17H_id_GCA_002984765_1	H_influenzae_str_47P17H_id_GCA_002984765_1	H_influenzae	Yes	GCA_002984765_1	GCA_002984765.1	47P17H	no	NA	G_0323
H_influenzae_str_57P13H1_id_GCA_002988455_1	H_influenzae_str_57P13H1_id_GCA_002988455_1	H_influenzae	Yes	GCA_002988455_1	GCA_002988455.1	57P13H1	no	NA	G_0324
H_influenzae_str_15_id_GCA_003203135_1	H_influenzae_str_15_id_GCA_003203135_1	H_influenzae	Yes	GCA_003203135_1	GCA_003203135.1	15	no	NA	G_0325
H_influenzae_str_M04780_id_GCA_003493335_1	H_influenzae_str_M04780_id_GCA_003493335_1	H_influenzae	Yes	GCA_003493335_1	GCA_003493335.1	M04780	no	NA	G_0326
H_influenzae_str_424_15_id_GCA_020731605_1	H_influenzae_str_424_15_id_GCA_020731605_1	H_influenzae	Yes	GCA_020731605_1	GCA_020731605.1	424_15	no	NA	G_0327
H_influenzae_str_D_id_GCA_007896995_1	H_influenzae_str_D_id_GCA_007896995_1	H_influenzae	Yes	GCA_007896995_1	GCA_007896995.1	D	no	NA	G_0328
H_influenzae_str_P612_8066_id_GCA_003415255_1	H_influenzae_str_P612_8066_id_GCA_003415255_1	H_influenzae	Yes	GCA_003415255_1	GCA_003415255.1	P612_8066	no	NA	G_0329
H_influenzae_str_2842STDY5882046_id_GCA_900027005_1	H_influenzae_str_2842STDY5882046_id_GCA_900027005_1	H_influenzae	Yes	GCA_900027005_1	GCA_900027005.1	2842STDY5882046	no	NA	G_0330
H_influenzae_str_P619_9590_id_GCA_003414415_2	H_influenzae_str_P619_9590_id_GCA_003414415_2	H_influenzae	Yes	GCA_003414415_2	GCA_003414415.2	P619_9590	no	NA	G_0331
H_influenzae_str_P661_4460_id_GCA_003414215_1	H_influenzae_str_P661_4460_id_GCA_003414215_1	H_influenzae	Yes	GCA_003414215_1	GCA_003414215.1	P661_4460	no	NA	G_0332
H_influenzae_str_P627_3766_id_GCA_003415105_1	H_influenzae_str_P627_3766_id_GCA_003415105_1	H_influenzae	Yes	GCA_003415105_1	GCA_003415105.1	P627_3766	no	NA	G_0333
H_influenzae_str_PTHi_3306_id_GCA_900407955_1	H_influenzae_str_PTHi_3306_id_GCA_900407955_1	H_influenzae	Yes	GCA_900407955_1	GCA_900407955.1	PTHi_3306	no	NA	G_0334
H_influenzae_str_2842STDY5882037_id_GCA_900032115_1	H_influenzae_str_2842STDY5882037_id_GCA_900032115_1	H_influenzae	Yes	GCA_900032115_1	GCA_900032115.1	2842STDY5882037	no	NA	G_0335
H_influenzae_str_2842STDY5882087_id_GCA_900017155_1	H_influenzae_str_2842STDY5882087_id_GCA_900017155_1	H_influenzae	Yes	GCA_900017155_1	GCA_900017155.1	2842STDY5882087	no	NA	G_0336
H_influenzae_str_1_id_GCA_003203015_1	H_influenzae_str_1_id_GCA_003203015_1	H_influenzae	Yes	GCA_003203015_1	GCA_003203015.1	1	no	NA	G_0337
H_influenzae_str_PTHi_4866_id_GCA_900408075_1	H_influenzae_str_PTHi_4866_id_GCA_900408075_1	H_influenzae	Yes	GCA_900408075_1	GCA_900408075.1	PTHi_4866	no	NA	G_0338
H_influenzae_str_PTHi_1905_id_GCA_900407885_1	H_influenzae_str_PTHi_1905_id_GCA_900407885_1	H_influenzae	Yes	GCA_900407885_1	GCA_900407885.1	PTHi_1905	no	NA	G_0339
H_influenzae_str_56P16H1_id_GCA_002988425_1	H_influenzae_str_56P16H1_id_GCA_002988425_1	H_influenzae	Yes	GCA_002988425_1	GCA_002988425.1	56P16H1	no	NA	G_0340
H_influenzae_str_P660_9367_id_GCA_003414725_2	H_influenzae_str_P660_9367_id_GCA_003414725_2	H_influenzae	Yes	GCA_003414725_2	GCA_003414725.2	P660_9367	no	NA	G_0341
H_influenzae_str_PTHi_11607_id_GCA_900407425_1	H_influenzae_str_PTHi_11607_id_GCA_900407425_1	H_influenzae	Yes	GCA_900407425_1	GCA_900407425.1	PTHi_11607	no	NA	G_0342
H_influenzae_str_PTHi_11310_id_GCA_900407355_1	H_influenzae_str_PTHi_11310_id_GCA_900407355_1	H_influenzae	Yes	GCA_900407355_1	GCA_900407355.1	PTHi_11310	no	NA	G_0343
H_influenzae_str_P670_7113_id_GCA_003414115_1	H_influenzae_str_P670_7113_id_GCA_003414115_1	H_influenzae	Yes	GCA_003414115_1	GCA_003414115.1	P670_7113	no	NA	G_0344
H_influenzae_str_HI1394_id_GCA_001184635_1	H_influenzae_str_HI1394_id_GCA_001184635_1	H_influenzae	Yes	GCA_001184635_1	GCA_001184635.1	HI1394	no	NA	G_0345
H_influenzae_str_PTHi_13064_id_GCA_900407625_1	H_influenzae_str_PTHi_13064_id_GCA_900407625_1	H_influenzae	Yes	GCA_900407625_1	GCA_900407625.1	PTHi_13064	no	NA	G_0346
H_influenzae_str_PTHi_5308_id_GCA_900408105_1	H_influenzae_str_PTHi_5308_id_GCA_900408105_1	H_influenzae	Yes	GCA_900408105_1	GCA_900408105.1	PTHi_5308	no	NA	G_0347
H_influenzae_str_PTHi_12278_id_GCA_900407505_1	H_influenzae_str_PTHi_12278_id_GCA_900407505_1	H_influenzae	Yes	GCA_900407505_1	GCA_900407505.1	PTHi_12278	no	NA	G_0348
H_influenzae_str_GE117_id_GCA_002093285_1	H_influenzae_str_GE117_id_GCA_002093285_1	H_influenzae	Yes	GCA_002093285_1	GCA_002093285.1	GE117	no	NA	G_0349
H_influenzae_str_124P40H1_id_GCA_002991045_1	H_influenzae_str_124P40H1_id_GCA_002991045_1	H_influenzae	Yes	GCA_002991045_1	GCA_002991045.1	124P40H1	no	NA	G_0350
H_influenzae_str_60068_BAL_Hi1_id_GCA_004802165_1	H_influenzae_str_60068_BAL_Hi1_id_GCA_004802165_1	H_influenzae	Yes	GCA_004802165_1	GCA_004802165.1	60068_BAL_Hi1	no	NA	G_0351
H_influenzae_str_PTHi_11149_id_GCA_900407405_1	H_influenzae_str_PTHi_11149_id_GCA_900407405_1	H_influenzae	Yes	GCA_900407405_1	GCA_900407405.1	PTHi_11149	no	NA	G_0352
H_influenzae_str_Hi361_id_GCA_000833815_1	H_influenzae_str_Hi361_id_GCA_000833815_1	H_influenzae	Yes	GCA_000833815_1	GCA_000833815.1	Hi361	no	NA	G_0353
H_influenzae_str_P667_4462_id_GCA_003414655_1	H_influenzae_str_P667_4462_id_GCA_003414655_1	H_influenzae	Yes	GCA_003414655_1	GCA_003414655.1	P667_4462	no	NA	G_0354
H_influenzae_str_P628_3847_id_GCA_003414995_2	H_influenzae_str_P628_3847_id_GCA_003414995_2	H_influenzae	Yes	GCA_003414995_2	GCA_003414995.2	P628_3847	no	NA	G_0355
H_influenzae_str_24_id_GCA_003203275_1	H_influenzae_str_24_id_GCA_003203275_1	H_influenzae	Yes	GCA_003203275_1	GCA_003203275.1	24	no	NA	G_0356
H_influenzae_str_111P90H1_id_GCA_002989295_1	H_influenzae_str_111P90H1_id_GCA_002989295_1	H_influenzae	Yes	GCA_002989295_1	GCA_002989295.1	111P90H1	no	NA	G_0357
H_influenzae_str_Hi381_id_GCA_000833765_1	H_influenzae_str_Hi381_id_GCA_000833765_1	H_influenzae	Yes	GCA_000833765_1	GCA_000833765.1	Hi381	no	NA	G_0358
H_influenzae_str_60373_NP_Hi3_id_GCA_004802285_1	H_influenzae_str_60373_NP_Hi3_id_GCA_004802285_1	H_influenzae	Yes	GCA_004802285_1	GCA_004802285.1	60373_NP_Hi3	no	NA	G_0359
H_influenzae_str_PTHi_13369_id_GCA_900407705_1	H_influenzae_str_PTHi_13369_id_GCA_900407705_1	H_influenzae	Yes	GCA_900407705_1	GCA_900407705.1	PTHi_13369	no	NA	G_0360
H_influenzae_str_P604_7629_id_GCA_003415395_1	H_influenzae_str_P604_7629_id_GCA_003415395_1	H_influenzae	Yes	GCA_003415395_1	GCA_003415395.1	P604_7629	no	NA	G_0361
H_influenzae_str_PTHi_12424_id_GCA_900407595_1	H_influenzae_str_PTHi_12424_id_GCA_900407595_1	H_influenzae	Yes	GCA_900407595_1	GCA_900407595.1	PTHi_12424	no	NA	G_0362
H_influenzae_str_19P173H1_id_GCA_002989905_1	H_influenzae_str_19P173H1_id_GCA_002989905_1	H_influenzae	Yes	GCA_002989905_1	GCA_002989905.1	19P173H1	no	NA	G_0363
H_influenzae_str_14P12H1_id_GCA_002989595_1	H_influenzae_str_14P12H1_id_GCA_002989595_1	H_influenzae	Yes	GCA_002989595_1	GCA_002989595.1	14P12H1	no	NA	G_0364
H_influenzae_str_Hi345_id_GCA_000833875_1	H_influenzae_str_Hi345_id_GCA_000833875_1	H_influenzae	Yes	GCA_000833875_1	GCA_000833875.1	Hi345	no	NA	G_0365
H_influenzae_str_GE71_id_GCA_002093255_1	H_influenzae_str_GE71_id_GCA_002093255_1	H_influenzae	Yes	GCA_002093255_1	GCA_002093255.1	GE71	no	NA	G_0366
H_influenzae_str_60370_NP_Hi2_id_GCA_004802365_1	H_influenzae_str_60370_NP_Hi2_id_GCA_004802365_1	H_influenzae	Yes	GCA_004802365_1	GCA_004802365.1	60370_NP_Hi2	no	NA	G_0367
H_influenzae_str_6P8H2_id_GCA_002986235_1	H_influenzae_str_6P8H2_id_GCA_002986235_1	H_influenzae	Yes	GCA_002986235_1	GCA_002986235.1	6P8H2	no	NA	G_0368
H_influenzae_str_HI1974_id_GCA_001184535_1	H_influenzae_str_HI1974_id_GCA_001184535_1	H_influenzae	Yes	GCA_001184535_1	GCA_001184535.1	HI1974	no	NA	G_0369
H_influenzae_str_118P3H1_id_GCA_002991005_1	H_influenzae_str_118P3H1_id_GCA_002991005_1	H_influenzae	Yes	GCA_002991005_1	GCA_002991005.1	118P3H1	no	NA	G_0370
H_influenzae_str_WAPHL1_id_GCA_002237715_1	H_influenzae_str_WAPHL1_id_GCA_002237715_1	H_influenzae	Yes	GCA_002237715_1	GCA_002237715.1	WAPHL1	no	NA	G_0371
H_influenzae_str_PTHi_13191_id_GCA_900407735_1	H_influenzae_str_PTHi_13191_id_GCA_900407735_1	H_influenzae	Yes	GCA_900407735_1	GCA_900407735.1	PTHi_13191	no	NA	G_0372
H_influenzae_str_3P24H1_id_GCA_002984615_1	H_influenzae_str_3P24H1_id_GCA_002984615_1	H_influenzae	Yes	GCA_002984615_1	GCA_002984615.1	3P24H1	no	NA	G_0373
H_influenzae_str_G2_id_GCA_007897025_1	H_influenzae_str_G2_id_GCA_007897025_1	H_influenzae	Yes	GCA_007897025_1	GCA_007897025.1	G2	no	NA	G_0374
H_influenzae_str_91P86H1_id_GCA_002988155_1	H_influenzae_str_91P86H1_id_GCA_002988155_1	H_influenzae	Yes	GCA_002988155_1	GCA_002988155.1	91P86H1	no	NA	G_0375
H_influenzae_str_93P10H1_id_GCA_002988885_1	H_influenzae_str_93P10H1_id_GCA_002988885_1	H_influenzae	Yes	GCA_002988885_1	GCA_002988885.1	93P10H1	no	NA	G_0376
H_influenzae_str_47P38H1_id_GCA_002990605_1	H_influenzae_str_47P38H1_id_GCA_002990605_1	H_influenzae	Yes	GCA_002990605_1	GCA_002990605.1	47P38H1	no	NA	G_0377
H_influenzae_str_Hi7790_id_GCA_015712075_1	H_influenzae_str_Hi7790_id_GCA_015712075_1	H_influenzae	Yes	GCA_015712075_1	GCA_015712075.1	Hi7790	no	NA	G_0378
H_influenzae_str_PTHi_13485_id_GCA_900407765_1	H_influenzae_str_PTHi_13485_id_GCA_900407765_1	H_influenzae	Yes	GCA_900407765_1	GCA_900407765.1	PTHi_13485	no	NA	G_0379
H_influenzae_str_6P22H1_id_GCA_002986175_1	H_influenzae_str_6P22H1_id_GCA_002986175_1	H_influenzae	Yes	GCA_002986175_1	GCA_002986175.1	6P22H1	no	NA	G_0380
H_influenzae_str_PTHi_12318_id_GCA_900407545_1	H_influenzae_str_PTHi_12318_id_GCA_900407545_1	H_influenzae	Yes	GCA_900407545_1	GCA_900407545.1	PTHi_12318	no	NA	G_0381
H_influenzae_str_70P11H1_id_GCA_002986245_1	H_influenzae_str_70P11H1_id_GCA_002986245_1	H_influenzae	Yes	GCA_002986245_1	GCA_002986245.1	70P11H1	no	NA	G_0382
H_influenzae_str_99P1H1_id_GCA_002988335_1	H_influenzae_str_99P1H1_id_GCA_002988335_1	H_influenzae	Yes	GCA_002988335_1	GCA_002988335.1	99P1H1	no	NA	G_0383
H_influenzae_str_19P126H1_id_GCA_002989845_1	H_influenzae_str_19P126H1_id_GCA_002989845_1	H_influenzae	Yes	GCA_002989845_1	GCA_002989845.1	19P126H1	no	NA	G_0384
H_influenzae_str_HI1373_id_GCA_001184695_1	H_influenzae_str_HI1373_id_GCA_001184695_1	H_influenzae	Yes	GCA_001184695_1	GCA_001184695.1	HI1373	no	NA	G_0385
H_influenzae_str_G3_id_GCA_007896985_1	H_influenzae_str_G3_id_GCA_007896985_1	H_influenzae	Yes	GCA_007896985_1	GCA_007896985.1	G3	no	NA	G_0386
H_influenzae_str_Hi394_id_GCA_000833915_1	H_influenzae_str_Hi394_id_GCA_000833915_1	H_influenzae	Yes	GCA_000833915_1	GCA_000833915.1	Hi394	no	NA	G_0387
H_influenzae_str_PTHi_2056_id_GCA_900407945_1	H_influenzae_str_PTHi_2056_id_GCA_900407945_1	H_influenzae	Yes	GCA_900407945_1	GCA_900407945.1	PTHi_2056	no	NA	G_0388
H_influenzae_str_84P18H1_id_GCA_002987275_1	H_influenzae_str_84P18H1_id_GCA_002987275_1	H_influenzae	Yes	GCA_002987275_1	GCA_002987275.1	84P18H1	no	NA	G_0389
H_influenzae_str_SD2016_1_id_GCA_012103175_1	H_influenzae_str_SD2016_1_id_GCA_012103175_1	H_influenzae	Yes	GCA_012103175_1	GCA_012103175.1	SD2016_1	no	NA	G_0390
H_influenzae_str_51P1H2_id_GCA_002985525_1	H_influenzae_str_51P1H2_id_GCA_002985525_1	H_influenzae	Yes	GCA_002985525_1	GCA_002985525.1	51P1H2	no	NA	G_0391
H_influenzae_str_PTHi_4816_id_GCA_900408045_1	H_influenzae_str_PTHi_4816_id_GCA_900408045_1	H_influenzae	Yes	GCA_900408045_1	GCA_900408045.1	PTHi_4816	no	NA	G_0392
H_influenzae_str_PTHi_12277_id_GCA_900407445_1	H_influenzae_str_PTHi_12277_id_GCA_900407445_1	H_influenzae	Yes	GCA_900407445_1	GCA_900407445.1	PTHi_12277	no	NA	G_0393
H_influenzae_str_M14705_id_GCA_003494415_1	H_influenzae_str_M14705_id_GCA_003494415_1	H_influenzae	Yes	GCA_003494415_1	GCA_003494415.1	M14705	no	NA	G_0394
H_influenzae_str_HI2007_id_GCA_001184475_1	H_influenzae_str_HI2007_id_GCA_001184475_1	H_influenzae	Yes	GCA_001184475_1	GCA_001184475.1	HI2007	no	NA	G_0395
H_influenzae_str_122P13H1_id_GCA_002989365_1	H_influenzae_str_122P13H1_id_GCA_002989365_1	H_influenzae	Yes	GCA_002989365_1	GCA_002989365.1	122P13H1	no	NA	G_0396
H_influenzae_str_84P13H1_id_GCA_002987085_1	H_influenzae_str_84P13H1_id_GCA_002987085_1	H_influenzae	Yes	GCA_002987085_1	GCA_002987085.1	84P13H1	no	NA	G_0397
H_influenzae_str_47P12H2_id_GCA_002990565_1	H_influenzae_str_47P12H2_id_GCA_002990565_1	H_influenzae	Yes	GCA_002990565_1	GCA_002990565.1	47P12H2	no	NA	G_0398
H_influenzae_str_PTHi_9001_id_GCA_900408195_1	H_influenzae_str_PTHi_9001_id_GCA_900408195_1	H_influenzae	Yes	GCA_900408195_1	GCA_900408195.1	PTHi_9001	no	NA	G_0399
H_influenzae_str_PTHi_9817_id_GCA_900408185_1	H_influenzae_str_PTHi_9817_id_GCA_900408185_1	H_influenzae	Yes	GCA_900408185_1	GCA_900408185.1	PTHi_9817	no	NA	G_0400
H_influenzae_str_PTHi_1751_id_GCA_900407895_1	H_influenzae_str_PTHi_1751_id_GCA_900407895_1	H_influenzae	Yes	GCA_900407895_1	GCA_900407895.1	PTHi_1751	no	NA	G_0401
H_influenzae_str_P668_6062_id_GCA_003414125_1	H_influenzae_str_P668_6062_id_GCA_003414125_1	H_influenzae	Yes	GCA_003414125_1	GCA_003414125.1	P668_6062	no	NA	G_0402
H_influenzae_str_84P56H1_id_GCA_002987645_1	H_influenzae_str_84P56H1_id_GCA_002987645_1	H_influenzae	Yes	GCA_002987645_1	GCA_002987645.1	84P56H1	no	NA	G_0403
H_influenzae_str_16_id_GCA_003203155_1	H_influenzae_str_16_id_GCA_003203155_1	H_influenzae	Yes	GCA_003203155_1	GCA_003203155.1	16	no	NA	G_0404
H_influenzae_str_PTHi_10999_id_GCA_900407375_1	H_influenzae_str_PTHi_10999_id_GCA_900407375_1	H_influenzae	Yes	GCA_900407375_1	GCA_900407375.1	PTHi_10999	no	NA	G_0405
H_influenzae_str_ATCC_10211_id_GCA_001997355_1	H_influenzae_str_ATCC_10211_id_GCA_001997355_1	H_influenzae	Yes	GCA_001997355_1	GCA_001997355.1	ATCC_10211	no	NA	G_0406
H_influenzae_str_PTHi_12294_id_GCA_900407515_1	H_influenzae_str_PTHi_12294_id_GCA_900407515_1	H_influenzae	Yes	GCA_900407515_1	GCA_900407515.1	PTHi_12294	no	NA	G_0407
H_influenzae_str_PTHi_12591_id_GCA_900407585_1	H_influenzae_str_PTHi_12591_id_GCA_900407585_1	H_influenzae	Yes	GCA_900407585_1	GCA_900407585.1	PTHi_12591	no	NA	G_0408
H_influenzae_str_P610_7579_id_GCA_003415165_2	H_influenzae_str_P610_7579_id_GCA_003415165_2	H_influenzae	Yes	GCA_003415165_2	GCA_003415165.2	P610_7579	no	NA	G_0409
H_influenzae_str_P588_8079_id_GCA_003415495_2	H_influenzae_str_P588_8079_id_GCA_003415495_2	H_influenzae	Yes	GCA_003415495_2	GCA_003415495.2	P588_8079	no	NA	G_0410
H_influenzae_str_149P2H1_id_GCA_002991135_1	H_influenzae_str_149P2H1_id_GCA_002991135_1	H_influenzae	Yes	GCA_002991135_1	GCA_002991135.1	149P2H1	no	NA	G_0411
H_influenzae_str_P597_8879_id_GCA_003415275_2	H_influenzae_str_P597_8879_id_GCA_003415275_2	H_influenzae	Yes	GCA_003415275_2	GCA_003415275.2	P597_8879	no	NA	G_0412
H_influenzae_str_2842STDY5882022_id_GCA_900044735_1	H_influenzae_str_2842STDY5882022_id_GCA_900044735_1	H_influenzae	Yes	GCA_900044735_1	GCA_900044735.1	2842STDY5882022	no	NA	G_0413
H_influenzae_str_PTHi_12853_id_GCA_900407575_1	H_influenzae_str_PTHi_12853_id_GCA_900407575_1	H_influenzae	Yes	GCA_900407575_1	GCA_900407575.1	PTHi_12853	no	NA	G_0414
H_influenzae_str_39P1H1_id_GCA_002985245_1	H_influenzae_str_39P1H1_id_GCA_002985245_1	H_influenzae	Yes	GCA_002985245_1	GCA_002985245.1	39P1H1	no	NA	G_0415
H_influenzae_str_59P16H1_id_GCA_002988495_1	H_influenzae_str_59P16H1_id_GCA_002988495_1	H_influenzae	Yes	GCA_002988495_1	GCA_002988495.1	59P16H1	no	NA	G_0416
H_influenzae_str_GE146_id_GCA_002093275_1	H_influenzae_str_GE146_id_GCA_002093275_1	H_influenzae	Yes	GCA_002093275_1	GCA_002093275.1	GE146	no	NA	G_0417
H_influenzae_str_5P1H1_id_GCA_002985805_1	H_influenzae_str_5P1H1_id_GCA_002985805_1	H_influenzae	Yes	GCA_002985805_1	GCA_002985805.1	5P1H1	no	NA	G_0418
H_influenzae_str_P598_8560_id_GCA_003415285_1	H_influenzae_str_P598_8560_id_GCA_003415285_1	H_influenzae	Yes	GCA_003415285_1	GCA_003415285.1	P598_8560	no	NA	G_0419
H_influenzae_str_70P13H1_id_GCA_002986385_1	H_influenzae_str_70P13H1_id_GCA_002986385_1	H_influenzae	Yes	GCA_002986385_1	GCA_002986385.1	70P13H1	no	NA	G_0420
H_influenzae_str_MiHi270_id_GCA_000833755_1	H_influenzae_str_MiHi270_id_GCA_000833755_1	H_influenzae	Yes	GCA_000833755_1	GCA_000833755.1	MiHi270	no	NA	G_0421
H_influenzae_str_PTHi_6916_id_GCA_900408145_1	H_influenzae_str_PTHi_6916_id_GCA_900408145_1	H_influenzae	Yes	GCA_900408145_1	GCA_900408145.1	PTHi_6916	no	NA	G_0422
H_influenzae_str_2842STDY5882058_id_GCA_900022525_1	H_influenzae_str_2842STDY5882058_id_GCA_900022525_1	H_influenzae	Yes	GCA_900022525_1	GCA_900022525.1	2842STDY5882058	no	NA	G_0423
H_influenzae_str_50P6H1_id_GCA_002985425_1	H_influenzae_str_50P6H1_id_GCA_002985425_1	H_influenzae	Yes	GCA_002985425_1	GCA_002985425.1	50P6H1	no	NA	G_0424
H_influenzae_str_P673_8639_id_GCA_003414325_1	H_influenzae_str_P673_8639_id_GCA_003414325_1	H_influenzae	Yes	GCA_003414325_1	GCA_003414325.1	P673_8639	no	NA	G_0425
H_influenzae_str_HI2114_id_GCA_001184485_1	H_influenzae_str_HI2114_id_GCA_001184485_1	H_influenzae	Yes	GCA_001184485_1	GCA_001184485.1	HI2114	no	NA	G_0426
H_influenzae_str_PTHi_4104_id_GCA_900407975_1	H_influenzae_str_PTHi_4104_id_GCA_900407975_1	H_influenzae	Yes	GCA_900407975_1	GCA_900407975.1	PTHi_4104	no	NA	G_0427
H_influenzae_str_P625_8065_id_GCA_003415195_1	H_influenzae_str_P625_8065_id_GCA_003415195_1	H_influenzae	Yes	GCA_003415195_1	GCA_003415195.1	P625_8065	no	NA	G_0428
H_influenzae_str_12P56H2_id_GCA_002991085_1	H_influenzae_str_12P56H2_id_GCA_002991085_1	H_influenzae	Yes	GCA_002991085_1	GCA_002991085.1	12P56H2	no	NA	G_0429
H_influenzae_str_Hi403_id_GCA_000833935_1	H_influenzae_str_Hi403_id_GCA_000833935_1	H_influenzae	Yes	GCA_000833935_1	GCA_000833935.1	Hi403	no	NA	G_0430
H_influenzae_str_AS3_id_GCA_021391235_1	H_influenzae_str_AS3_id_GCA_021391235_1	H_influenzae	Yes	GCA_021391235_1	GCA_021391235.1	AS3	no	NA	G_0431
H_influenzae_str_GE6_id_GCA_002093205_1	H_influenzae_str_GE6_id_GCA_002093205_1	H_influenzae	Yes	GCA_002093205_1	GCA_002093205.1	GE6	no	NA	G_0432
H_influenzae_str_116P1H1_id_GCA_002983925_1	H_influenzae_str_116P1H1_id_GCA_002983925_1	H_influenzae	Yes	GCA_002983925_1	GCA_002983925.1	116P1H1	no	NA	G_0433
H_influenzae_str_57P20H1_id_GCA_002985745_1	H_influenzae_str_57P20H1_id_GCA_002985745_1	H_influenzae	Yes	GCA_002985745_1	GCA_002985745.1	57P20H1	no	NA	G_0434
H_influenzae_str_63P90H1_id_GCA_002985895_1	H_influenzae_str_63P90H1_id_GCA_002985895_1	H_influenzae	Yes	GCA_002985895_1	GCA_002985895.1	63P90H1	no	NA	G_0435
H_influenzae_str_55P3H1_id_GCA_002985585_1	H_influenzae_str_55P3H1_id_GCA_002985585_1	H_influenzae	Yes	GCA_002985585_1	GCA_002985585.1	55P3H1	no	NA	G_0436
H_influenzae_str_HI2116_id_GCA_001184515_1	H_influenzae_str_HI2116_id_GCA_001184515_1	H_influenzae	Yes	GCA_001184515_1	GCA_001184515.1	HI2116	no	NA	G_0437
H_influenzae_str_105P26H2_id_GCA_002990825_1	H_influenzae_str_105P26H2_id_GCA_002990825_1	H_influenzae	Yes	GCA_002990825_1	GCA_002990825.1	105P26H2	no	NA	G_0438
H_influenzae_str_HI1408_id_GCA_001184705_1	H_influenzae_str_HI1408_id_GCA_001184705_1	H_influenzae	Yes	GCA_001184705_1	GCA_001184705.1	HI1408	no	NA	G_0439
H_influenzae_str_59P6H1_id_GCA_002985785_1	H_influenzae_str_59P6H1_id_GCA_002985785_1	H_influenzae	Yes	GCA_002985785_1	GCA_002985785.1	59P6H1	no	NA	G_0440
H_influenzae_str_ODiD_0792_id_GCA_017871715_1	H_influenzae_str_ODiD_0792_id_GCA_017871715_1	H_influenzae	Yes	GCA_017871715_1	GCA_017871715.1	ODiD_0792	no	NA	G_0441
H_influenzae_str_163_id_GCA_002915495_1	H_influenzae_str_163_id_GCA_002915495_1	H_influenzae	Yes	GCA_002915495_1	GCA_002915495.1	163	no	NA	G_0442
H_influenzae_str_19_id_GCA_003203215_1	H_influenzae_str_19_id_GCA_003203215_1	H_influenzae	Yes	GCA_003203215_1	GCA_003203215.1	19	no	NA	G_0443
H_influenzae_str_84P29H1_id_GCA_002987315_1	H_influenzae_str_84P29H1_id_GCA_002987315_1	H_influenzae	Yes	GCA_002987315_1	GCA_002987315.1	84P29H1	no	NA	G_0444
H_influenzae_str_PTHi_3421_id_GCA_900407925_1	H_influenzae_str_PTHi_3421_id_GCA_900407925_1	H_influenzae	Yes	GCA_900407925_1	GCA_900407925.1	PTHi_3421	no	NA	G_0445
H_influenzae_str_12P95H1_id_GCA_002984185_1	H_influenzae_str_12P95H1_id_GCA_002984185_1	H_influenzae	Yes	GCA_002984185_1	GCA_002984185.1	12P95H1	no	NA	G_0446
H_influenzae_str_33P125H1_id_GCA_002990135_1	H_influenzae_str_33P125H1_id_GCA_002990135_1	H_influenzae	Yes	GCA_002990135_1	GCA_002990135.1	33P125H1	no	NA	G_0447
